no;urut;kode;pemda;pdrbb2013;pdrbb2014;pdrbb2015;pdrbb2016;pdrbb2017;pdrbb2018;pdrbb2019;pdrbb2020;pdrbb2021;pdrbb2022;pdrbb2023;gpdrbb2014;gpdrbb2015;gpdrbb2016;gpdrbb2017;gpdrbb2018;gpdrbb2019;gpdrbb2020;gpdrbb2021;gpdrbb2022;gpdrbb2023;bd2014;bd2015;bd2016;bd2017;bd2018;bd2019;bd2020;bd2021;bd2022;bd2023;prpad2014;prpad2015;prpad2016;prpad2017;prpad2018;prpad2019;prpad2020;prpad2021;prpad2022;prpad2023;prbm2014;prbm2015;prbm2016;prbm2017;prbm2018;prbm2019;prbm2020;prbm2021;prbm2022;prbm2023;eftpad2014;eftpad2015;eftpad2016;eftpad2017;eftpad2018;eftpad2019;eftpad2020;eftpad2021;eftpad2022;eftpad2023;ba2014;ba2015;ba2016;ba2017;ba2018;ba2019;ba2020;ba2021;ba2022;ba2023;psilpa2014;psilpa2015;psilpa2016;psilpa2017;psilpa2018;psilpa2019;psilpa2020;psilpa2021;psilpa2022;psilpa2023;size2014;size2015;size2016;size2017;size2018;size2019;size2020;size2021;size2022;size2023;opinib2014;opinib2015;opinib2016;opinib2017;opinib2018;opinib2019;opinib2020;opinib2021;opinib2022;opinib2023;area2014;area2015;area2016;area2017;area2018;area2019;area2020;area2021;area2022;area2023;adm2014;adm2015;adm2016;adm2017;adm2018;adm2019;adm2020;adm2021;adm2022;adm2023
202;266;3518;KABUPATEN NGANJUK;3518;17244;19122;21114;22799;24784;26665;26601;28053;30820;33647;;;;;;;;;;;0,27897988;0,059141549;0,080118895;0,0249445;0,11576802;0,122735155;0,025068862;0,222111595;0,150272528;0,167086328;0,140014206;0,142688733;0,154017204;0,144578418;0,152597221;0,146548162;0,165208034;0,183428681;0,178150691;0,149772441;0,159742923;0,182129804;0,203409972;0,144219602;0,146914722;0,171222645;0,10474256;0,146816785;0,167058819;0,139723871;1,272753112;1,212264129;1,150410622;1,077586111;1,097481244;1,074405159;1,095978441;1,329939613;1,307094314;1,124217886;0,068583879;0,061361357;0,128432735;0,057063184;0,014999164;0,056149504;0,072167996;0,025592822;0,096346322;0,05065198;0,172957355;0,17017641;0,111721035;0,134333244;0,151212158;0,127082242;0,150179405;0,211262375;0,148760654;0,131182418;2,14766E+12;2,39171E+12;2,61664E+12;3,06864E+12;3,21112E+12;3,35135E+12;3,38253E+12;3,82156E+12;3,92459E+12;4,06687E+12;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
203;267;3521;KABUPATEN NGAWI;3521;13312;14994;16530;17710;19141;20434;20271;20814;22455;24325;;;;;;;;;;;0,138986265;0,150334363;0,029207656;0,055243592;0,052643158;0,03064549;0,023646216;0,0463603;0,042573521;0,006084144;0,100461283;0,099972724;0,098899159;0,138093021;0,107726983;0,115839075;0,126774582;0,127402421;0,139778989;0,127959553;0,153909996;0,170538375;0,174538872;0,183127279;0,151727992;0,164062147;0,13091476;0,11697595;0,127916991;0,136266947;1,680767338;1,377536491;1,208032124;1,652887667;1,238396807;1,208859357;1,132974784;1,171803167;1,237842655;1,118934487;0,071629244;0,040100544;0,055933166;0,008817576;0,008948713;0,013014041;0,078280644;0,028740757;0,002930599;0,02239846;0,147106526;0,181629319;0,13438707;0,095892836;0,111813828;0,098017657;0,090600135;0,093377216;0,053916584;0,03019095;2,87005E+12;2,53425E+12;2,67713E+12;3,62467E+12;3,71897E+12;4,00137E+12;1,97892E+12;4,21472E+12;4,18834E+12;8,37788E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
204;268;1204;KABUPATEN NIAS;1204;2443;2677;2966;3234;3519;3825;4041;4222;4536;4858;;;;;;;;;;;0,08241225;0,232070233;0,029919673;0,061015238;0,054820621;0,193242837;0,072650058;0,152237737;0,019535849;0,088711322;0,126168368;0,102590952;0,101215502;0,109920317;0,09841573;0,111607333;0,116338253;0,117485676;0,103169658;0,123657953;0,308441574;0,291353765;0,285668239;0,271573969;0,222546678;0,195281362;0,161123189;0,123238611;0,217010238;0,205118146;1,457873596;1,121226782;1,193417367;1,239619635;1,090433048;1,248307341;1,172789453;1,716984368;1,187550275;1,554917399;0,001832753;0,10765584;0,112753871;0,002370754;0,045371534;0,168202329;0,046788732;0,069156769;0,00254063;0,004384382;0,198189228;0,176359758;0,173643978;0,146025894;0,102921605;0,081377328;0,075158623;0,121253489;0,099543641;0,125619676;1,86105E+12;1,36243E+12;1,4985E+12;1,60153E+12;2,09078E+12;2,08834E+12;1,95697E+12;1,85723E+12;1,94069E+12;2,10813E+12;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
205;271;1224;KABUPATEN NIAS UTARA;1224;2319;2525;2775;3018;3250;3516;3710;3875;4173;4478;;;;;;;;;;;0,019242578;0,115380473;0,10833231;0,038104187;0,038122049;0,053229424;0,173800156;0,114865503;0,025773105;0,044240366;0,022359125;0,028224976;0,035116362;0,029081391;0,067116254;0,065543548;0,076040053;0,02712266;0,016319118;0,017661018;0,317035324;0,355791199;0,33326483;0,348148444;0,25756611;0,307611755;0,218208414;0,161093305;0,224219264;0,287742522;0,730793857;0,564129458;0,851879808;0,628253302;0,700938314;4,622118312;0,402650154;0,218258459;0,428678011;0,868192907;0,098783433;0,077103399;0,132654905;0,068226286;0,072863613;0,00024462;0,150802052;0,175456929;0,08115658;0,026156028;0,176310806;0,116567406;0,067377513;0,016507309;0,02043885;0,065869645;0,018716298;0,028251834;0,017718135;0,030471311;8,68793E+11;9,38404E+11;1,42208E+12;1,64913E+12;1,7468E+12;1,86348E+12;1,7793E+12;1,70636E+12;1,57319E+12;2,24179E+12;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
206;273;1610;KABUPATEN OGAN ILIR;1610;7344;8185;8834;9514;10335;11184;11328;12049;13246;14239;;;;;;;;;;;0,16588064;0,130848097;0,077251312;0,143950981;0,085373784;0,03758461;0,094940645;0,061639199;0,077115149;0,064252458;0,045801715;0,039901678;0,088291055;0,070210232;0,039065422;0,052820653;0,058209921;0,070444623;0,072416943;0,080800713;0,337310511;0,217821526;0,201571096;0,255338802;0,200596104;0,20536496;0,166390405;0,178668339;0,204409092;0,252106718;0,511159973;0,817452138;0,643749537;0,337605912;0,271970697;0,756830941;0,490257438;0,674770278;0,649827148;0,689035746;0,190511825;0,216630825;0,094647267;0,160516542;0,111775091;0,003720118;0,050804381;0,011366987;0,038551121;0,104100465;0,017754196;0,033353925;0,018927031;0,022662757;0,050696226;0,076697049;0,028791789;0,089272624;0,036756748;0,02990011;2,71014E+12;2,17694E+12;2,25124E+12;1,92777E+12;2,09396E+12;2,48588E+12;2,47306E+12;2,66148E+12;2,91943E+12;6,59236E+12;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
207;274;1602;KABUPATEN OGAN KOMERING ILIR;1602;19986;21832;23312;25096;26919;29148;29292;31236;39405;42965;;;;;;;;;;;0,052449905;0,032896314;0,126053933;0,014346089;0,003290308;0,02855314;0,06203052;0,029883616;0,018277961;0,076717137;0,092296037;0,066666581;0,055067525;0,105153367;0,106090804;0,079052578;0,07524472;0,070277847;0,074002749;0,07208562;0,298341827;0,271664946;0,283423755;0,224750687;0,157513394;0,264407976;0,244546794;0,241386174;0,188611761;0,190533129;2,331345136;0,794970561;0,328283218;0,721461816;0,661971897;1,027363614;0,581397029;0,472700158;0,346579858;0,938829611;0,002255911;0,037190864;0,166715476;0,07047406;0,144022524;0,020973633;0,057552523;0,124989319;0,092541748;0,057025162;0,044398156;0,00546518;0,004027376;0,006967074;0,139709252;0,166823353;0,073813021;0,012765837;0,024704753;0,016153722;4,00473E+12;4,53411E+12;3,31452E+12;3,37369E+12;3,76809E+12;4,35679E+12;4,43981E+12;4,39502E+12;4,66127E+12;5,09027E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
208;275;1601;KABUPATEN OGAN KOMERING ULU;1601;9990;10675;11471;12374;13408;14720;14815;15730;17614;18969;;;;;;;;;;;0,016931457;0,097984276;0,069924511;0,212488672;0,077182733;0,131348864;0,096258219;0,069895175;0,12138209;0,030719423;0,073216199;0,095435598;0,073411543;0,123197016;0,11088115;0,090169345;0,083692151;0,071696983;0,074783786;0,08053598;0,281881243;0,371206115;0,144570471;0,245203382;0,231651426;0,224554029;0,166076064;0,187906901;0,205593996;0,180858373;1,150609031;0,924497229;0,837012714;2,121880972;0,98174581;1,164542618;0,720489065;0,493661068;0,546373967;0,7094462;0,090150025;0,508836587;0,12309615;0,153532392;0,030412868;0,009976335;0,064639937;0,02098301;0,065425862;0,081154416;0,100438075;0,463003871;0,074285745;0,067879047;0,062387682;0,09000632;0,025521381;0,046716469;0,040074453;0,068393496;3,93066E+12;3,28177E+12;2,5956E+12;2,77595E+12;3,02383E+12;3,2233E+12;3,17139E+12;3,27846E+12;3,19412E+12;3,24787E+12;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
209;276;1609;KABUPATEN OGAN KOMERING ULU SELATAN / OKU SELATAN;1609;5806;6377;7015;7592;8163;8817;8972;9530;10328;11090;;;;;;;;;;;0,043082569;0,002259195;0,056714823;0,097705254;0,033342135;0,049111453;0,039244839;0,006017518;0,117581443;0,016460509;0,037687242;0,040937687;0,031423604;0,073230111;0,033902867;0,04135983;0,034462216;0,047545303;0,036932838;0,043065928;0,372714951;0,335828112;0,313553073;0,241330411;0,253708464;0,265489272;0,209177006;0,182416911;0,271693352;0,222400148;1,576022975;0,970579913;0,867272468;2,106285417;1,024853929;1,216045631;0,70881266;0,940348734;0,64169676;0,928353225;0,031524116;0,04885377;0,064249896;0,057864223;0,0577924;0,074500272;0,079944225;0,049570493;0,023926963;0,023606465;0,174151103;0,116877517;0,006130873;0,020846751;0,043058754;0,001875003;0,003369535;0,019647844;0,06827336;0,024529055;2,74985E+12;2,27886E+12;2,27649E+12;2,60384E+12;2,77812E+12;2,93916E+12;2,93634E+12;2,98674E+12;3,31346E+12;3,41577E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
210;277;1608;KABUPATEN OGAN KOMERING ULU TIMUR / OKU TIMUR;1608;9854;11101;12132;12824;13770;15068;15283;16243;17833;19465;;;;;;;;;;;0,03361092;0,047328648;0,018732669;0,017103797;0,013451237;0,016304608;0,058553658;0,109409188;0,183361928;0,116049429;0,051478489;0,049508524;0,045576812;0,048584403;0,052382661;0,052823074;0,047709371;0,06508569;0,047664026;0,062610468;0,205695928;0,156384609;0,21166904;0,184160905;0,172217648;0,257174228;0,231862741;0,241314592;0,237059687;0,214008148;1,690722427;1,206967496;1,305753795;1,199445673;1,165533623;1,093819073;0,883568752;1,086164164;0,972733165;1,220821702;0,021017147;0,027542074;0,018126468;0,006194933;0,022931097;0,012908714;0,035025639;0,137339503;0,175765585;0,136679222;0,0316072;0,002169064;0,001958064;0,011134715;0,016909294;0,010334248;0,042641879;0,021921216;0,024707666;0,005794587;2,13856E+12;1,64483E+12;2,00955E+12;2,0665E+12;2,24404E+12;2,56279E+12;2,77832E+12;3,06106E+12;3,34825E+12;7,72617E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211;279;1221;KABUPATEN PADANG LAWAS;1221;7288;7853;8808;9705;10596;11372;11997;13139;14587;16127;;;;;;;;;;;0,014544439;0,099594047;0,021578909;0,006500066;0,009301985;0,002077829;0,111825358;0,029487239;0,010761336;0,007253904;0,048727909;0,048369123;0,039437181;0,045426187;0,046099867;0,045896855;0,042495837;0,043890957;0,045289237;0,040264338;0,201517189;0,288477835;0,226243858;0,214792635;0,191608624;0,211263779;0,138483074;0,135365959;0,131113228;0,133964734;0,840270385;0,865256025;0,786965419;0,889291553;0,796654108;0,757957666;0,606964237;0,550025706;0,55216426;0,653110531;0,149892358;0,082167354;0,047190482;0,057332456;0,047214792;0,024417431;0,140880817;0,052254514;0,059326699;0,044699494;0,25304621;0,105722229;0,106342259;0,093937404;0,056848336;0,040282472;0,045469575;0,032033823;0,050310071;0,029270385;9,84887E+11;1,36785E+12;1,27306E+12;1,33273E+12;1,52751E+12;1,67557E+12;1,78687E+12;3,41729E+12;1,6706E+12;1,70227E+12;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212;280;1220;KABUPATEN PADANG LAWAS UTARA;1220;7448;8222;9074;9899;10752;11620;12190;13138;14375;15822;;;;;;;;;;;0,10082615;0,081377831;0,018067985;0,004351082;0,016093765;0,000751619;0,103911962;0,058884035;0,002868004;0,026864623;0,036716727;0,036067324;0,029014978;0,06692379;0,069884728;0,035825311;0,04626872;0,037689134;0,039094537;0,039494711;0,292210882;0,243519208;0,219968921;0,263709871;0,181203672;0,207841773;0,140575283;0,142912754;0,252984453;0,102888499;0,934123318;1,00494877;0,946753154;2,120170238;1,479628301;0,86981138;0,874196915;0,959577011;1,35661519;1,166232425;0,00842537;0,023593428;0,060265269;0,006653221;0,032646294;0,029492509;0,158089532;0,264993632;0,013394125;0,007964721;0,116679883;0,139157007;0,105459747;0,035393351;0,018286534;0,020133973;0,057710011;0,084345506;0,028442954;0,054343951;1,70418E+12;1,06965E+12;1,18175E+12;1,29184E+12;1,3016E+12;1,35515E+12;1,41397E+12;1,43361E+12;1,50168E+12;2,88341E+12;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213;281;1305;KABUPATEN PADANG PARIAMAN;1305;14153;15846;17533;19038;20442;21287;17935;18455;22193;25071;;;;;;;;;;;0,240156166;0,030282992;0,023614041;0,017236002;0,096682636;0,014600018;0,117385994;0,042421316;0,001328767;0,00170328;0,089597599;0,061099383;0,053838049;0,101762144;0,064506596;0,067266198;0,08109998;0,085740087;0,093609126;0,107282769;0,205831329;0,180194974;0,229358134;0,259490424;0,198190728;0,182188773;0,135699138;0,1033835;0,102735011;0,13392483;1,289427802;1,154289452;1,033544377;1,646359143;0,717731398;0,899926647;0,9673573;0,889553728;0,982443758;1,048735985;0,306907896;0,035594909;0,018554502;0,021403407;0,105316165;0,065259278;0,100394436;0,10980648;0,064648825;0,080069235;0,160795401;0,090697613;0,048753242;0,019377051;0,000694855;0,037745457;0,013168444;0,033992244;0,058402613;0,047272997;1,09265E+12;1,21393E+12;1,29884E+12;1,29385E+12;1,23097E+12;1,36501E+12;1,34194E+12;1,33628E+12;1,34036E+12;2,65195E+12;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
214;283;3528;KABUPATEN PAMEKASAN;3528;11067;12299;13528;14621;15915;17043;16794;17659;19263;20881;;;;;;;;;;;0,155390302;0,078012622;0,010101111;0,109430118;0,067320095;0,026286792;0,00960406;0,0380601;0,003179726;0,044696591;0,112287355;0,101236459;0,09764434;0,127642128;0,120803073;0,114411365;0,127325163;0,109595399;0,121160416;0,149689856;0,173862376;0,255651511;0,291834532;0,216359718;0,184573407;0,20501573;0,224781221;0,161316614;0,126953165;0,113192517;2,046250628;1,360699941;1,250105563;1,656628537;1,359145089;1,264758068;1,259494628;1,058602831;0,985266411;1,236460605;0,047813435;0,029278003;0,083720089;0,071384888;0,098884297;0,070258029;0,124975229;0,093210783;0,116528981;0,072868919;0,219434493;0,15057267;0,108498735;0,193914064;0,277763847;0,249950052;0,172064561;0,113972832;0,036536749;0,031012763;2,79516E+12;2,51208E+12;2,84764E+12;3,20252E+12;3,48361E+12;3,6499E+12;3,72164E+12;3,77814E+12;3,7079E+12;7,20454E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
215;285;3218;KABUPATEN PANGANDARAN;3218;7276;8016;8684;9401;10366;11323;11498;12130;13164;14256;;;;;;;;;;;0,325976337;0,007711363;0,063168473;0,02628542;0,060119129;0,207005831;0,192985939;0,087176821;0,164891891;0,387293056;0,050117956;0,063075801;0,071532744;0,06609613;0,097796758;0,077853905;0,066963784;0,131445339;0,172721924;0,181954338;0,116981826;0,25765099;0,225421193;0,326452799;0,245253917;0,341469323;0,296759813;0,278463551;0,216661015;0,196192529;1,443302258;1,204615123;0,914522435;0,891972423;0,782526727;0,792176121;0,421603025;0,500266997;0,733565091;1,012854608;0,084768644;0,100849345;0,126015762;0,01915647;0,04787479;0,134970858;0,122427317;0,084080811;0,128826335;0,366010123;0,201670273;0,120650981;0,078187469;0,022894184;0,003283951;0,010879282;0,014189846;0,004071447;0,027594955;0,023791396;1,35382E+12;1,41912E+12;1,55494E+12;1,76604E+12;2,51971E+12;2,17256E+12;2,52394E+12;2,53047E+12;2,69258E+12;2,45426E+12;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216;286;7310;KABUPATEN PANGKAJENE DAN KEPULAUAN (PANGKEP);7310;15970;18426;20556;22294;23945;25990;25663;27575;30482;32667;;;;;;;;;;;0,008293984;0,139771945;0,030385979;0,043520964;0,032087893;0,008400207;0,052022835;0,037171893;0,039733684;0,030303783;0,125985873;0,112954411;0,111529689;0,119655109;0,127218012;0,131684955;0,145713464;0,120766808;0,118496567;0,117386003;0,288083269;0,329027589;0,35007684;0,2635774;0,231628358;0,170460105;0,1450117;0,137870641;0,186440559;0,196899791;1,265171909;1,148491138;1,010550717;1,012996613;0,990609615;0,998575247;1,054401472;0,749278757;0,794779052;0,902044721;0,021805765;0,091331689;0,011258638;0,020125388;0,019523585;0,033255394;0,052300445;0,026759327;0,031965033;0,030524231;0,057088638;0,079537078;0,034779632;0,047522482;0,027285385;0,044895766;0,040018372;0,025653122;0,009790045;0,007328572;1,30062E+12;1,68136E+12;2,02758E+12;2,20442E+12;2,2043E+12;2,19982E+12;2,0688E+12;1,88065E+12;1,98816E+12;2,01966E+12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
217;287;9108;KABUPATEN PANIAI;9108;2533;2918;3279;3530;3895;4183;4283;4437;4716;5012;;;;;;;;;;;0,097790299;0,087188254;0,000674422;0,081114264;0,076586723;0,06921136;0,071539609;0,019222491;0,088798859;0,095606457;0,024201711;0,021231902;0,016789663;0,022787372;0,019274768;0,020608707;0,021508777;0,016227018;0,015309705;0,017976152;0,218274696;0,237303034;0,242928982;0,237862637;0,11591811;0,140185584;0,172160592;0,164840953;0,138671179;0,097046825;2,949850234;1,007498806;1,200772101;1,590796743;1,289556321;1,22858681;0,972135831;1,157714317;1,668977184;2,483207253;0,071376338;0,029305764;0,028604841;0,062950215;0,042353935;0,12232241;0,086827721;0,054424521;0,025088112;0,077078518;0,112422017;0,093111855;0,064391726;0,076551571;0,133275754;0,205936885;0,132067545;0,115417513;0,089496044;0,092387496;2,32123E+12;1,20907E+12;1,3751E+12;1,41706E+12;1,48276E+12;1,4873E+12;1,4921E+12;1,56052E+12;1,54292E+12;1,56087E+12;0;0;0;0;0;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0
218;289;1308;KABUPATEN PASAMAN;1308;5951;6505;7336;7802;8321;8909;8970;9432;10391;11360;;;;;;;;;;;0,21099553;0,060766251;0,045603199;0,02180281;0,025943207;0,031337743;0,041787175;0,024902894;0,014388225;0,009015447;0,089597599;0,089618577;0,091453972;0,142935935;0,101237692;0,095145896;0,090510599;0,087615076;0,087101509;0,100517059;0,205831329;0,20653045;0,230253224;0,185121559;0,143421087;0,124381171;0,124616057;0,10528864;0,143635015;0,159169363;1,808273096;1,372726021;1,361603164;1,836674429;1,015641353;1,081111962;0,965149985;0,972891498;1,013694027;0,979352141;0,049621215;0,030860617;0,03832148;0,065948631;0,018339432;0,046740492;0,09923307;0,098066499;0,030368438;0,052867001;0,160795401;0,161325521;0,086005117;0,077826385;0,080294868;0,092334138;0,108135515;0,112872148;0,07554724;0,043254877;2,28197E+12;1,66334E+12;1,8125E+12;1,82071E+12;1,86628E+12;1,87939E+12;1,88798E+12;1,93292E+12;1,94107E+12;3,93552E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219;290;1312;KABUPATEN PASAMAN BARAT;1312;10703;11713;12794;13700;14607;15401;15253;15934;17876;19545;;;;;;;;;;;0,068934764;0,027527187;0,041930244;0,017799446;0,044785458;0,023102812;0,142674579;0,003773029;0,024072434;0,010888617;0,079387796;0,07163716;0,085269596;0,148297686;0,140064367;0,086159138;0,09901075;0,117688046;0,100448322;0,115049498;0,231144138;0,212489819;0,252458011;0,235540031;0,279830393;0,218715953;0,16298678;0,134729125;0,147767519;0,110162695;1,369625211;0,984133962;1,16890663;1,910519159;1,548119776;0,90083767;0,761349675;1,199540538;0,951860095;0,967193122;0,028799481;0,08592986;0,114938523;0,04570324;0,106870305;0,109459539;0,166103933;0,134174023;0,020746369;0,05766632;0,14431422;0,179707655;0,131788432;0,08652584;0,047926516;0,055272752;0,041339945;0,105988501;0,119710964;0,084273218;2,17919E+12;1,89312E+12;2,1466E+12;1,87501E+12;2,05623E+12;2,26343E+12;2,36585E+12;2,50654E+12;2,56391E+12;2,53931E+12;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
220;292;3514;KABUPATEN PASURUAN;3514;94882;104778;114883;124880;135853;145920;145592;157151;172654;186946;;;;;;;;;;;0,122263678;0,109608326;0,000229551;0,052935173;0,006790495;0,019704659;0,09678656;0,026522338;0,014400062;0,040858443;0,190888253;0,189897799;0,170394198;0,248043048;0,192694354;0,19321048;0,217635724;0,208389089;0,219617463;0,22556231;0,163319323;0,190133274;0,265336835;0,158729214;0,142645227;0,137787358;0,108735448;0,11487517;0,138220866;0,117185445;1,420330641;1,284101869;1,062551036;1,523217347;1,072880182;1,011717988;0,957593646;0,968500058;1,097210365;1,212630634;0,086656371;0,011946145;0,062980628;0,025679991;0,025849117;0,094818137;0,156761425;0,052150675;0,030514297;0,045827085;0,21227602;0,215730836;0,063973797;0,045677643;0,055825361;0,089779737;0,08739263;0,110627507;0,081904555;0,054656452;3,66129E+12;2,93824E+12;3,23948E+12;3,68653E+12;3,9674E+12;4,257E+12;4,37381E+12;4,35029E+12;4,5187E+12;8,93244E+12;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221;293;3318;KABUPATEN PATI;3318;28505;31263;33954;36791;39907;43064;43289;45566;50189;54751;;;;;;;;;;;0,124717022;0,160271526;0,028279118;0,115345277;0,097752704;0,039510447;0,04445913;0,004033368;0,005393221;0,047250034;0,143903113;0,142120724;0,128798725;0,162434772;0,137696004;0,128218513;0,139615172;0,142611259;0,143714285;0,159859007;0,120604062;0,130665272;0,162489026;0,16959749;0,158020696;0,141137123;0,115199153;0,103334467;0,088590174;0,078614281;1,612110338;1,272956903;1,175226718;1,543589456;1,197066931;1,115302366;1,056409132;1,141148528;1,071497296;1,252075463;0,002399668;0,039651969;0,011243277;0,041966137;0,050659595;0,015815492;0,05533934;0,076961554;0,022782113;0,000826207;0,164229501;0,158806882;0,072996848;0,102498232;0,090496194;0,070752614;0,037944076;0,074374805;0,064243166;0,072174027;1,66655E+12;4,05824E+12;5,62007E+12;6,00682E+12;6,19092E+12;6,43975E+12;6,2549E+12;6,35645E+12;6,32837E+12;6,38283E+12;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
222;295;9112;KABUPATEN PEGUNUNGAN BINTANG;9112;1181;1310;1470;1620;1764;1916;1969;2080;2203;2369;;;;;;;;;;;0,046928084;0,021101459;0,009922014;0,023488777;0,020590292;0,063564324;0,247913438;0,020479577;0,064615843;0,013241089;0,019358781;0,01501344;0,01344966;0,008463104;0,007595644;0,013307501;0,018584486;0,007751073;0,036337055;0,023091619;0,338356212;0,300142219;0,273144897;0,215055977;0,205845059;0,196213836;0,238202843;0,137518299;0,156667922;0,223612271;3,611902019;1,455935227;1,132425043;0,725201051;0,530800271;0,920366472;0,907285757;0,379444712;3,650089949;3,199276182;0,048405899;0,042077466;0,00909631;0,052532464;0,073586282;0,044044237;0,196648386;0,002036444;0,010810669;0,023437643;0,161067727;0,110267859;0,095118454;0,067373013;0,095674781;0,069684625;0,022535108;0,001233732;0,051657282;0,026032913;2,75429E+12;2,44635E+12;2,49875E+12;2,92931E+12;3,32713E+12;3,11629E+12;3,16079E+12;3,00233E+12;3,08428E+12;3,17847E+12;0;0;0;0;0;1;0;0;1;1;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0
223;296;3326;KABUPATEN PEKALONGAN;3326;15268;16804;18256;19709;21314;22857;22803;24030;25963;28112;;;;;;;;;;;0,137458956;0,070010364;0,036176129;0,06577077;0,016380637;0,050496933;0,110906252;0,07221335;0,063559049;0,002674222;0,17296501;0,148185543;0,173761317;0,147682741;0,148130218;0,156381234;0,165826813;0,166751125;0,147168287;0,155495095;0,134588204;0,118452262;0,131824421;0,165300272;0,199659416;0,15807639;0,117503972;0,1002612;0,122957278;0,122343368;1,658657876;1,052657;1,146409674;1,045612358;0,863474268;0,872435564;0,732407948;0,722372537;0,694369198;0,839605048;0,069609201;0,000549034;0,041339079;0,023476694;0,031161727;0,096711919;0,160888334;0,080305969;0,043236;0,01203698;0,097750229;0,134665236;0,11412761;0,111263458;0,081163843;0,073235625;0,079425687;0,077583227;0,051421501;0,045607827;2,74534E+12;2,17609E+12;2,16688E+12;2,46967E+12;2,76348E+12;3,02068E+12;3,06606E+12;3,1407E+12;3,21221E+12;6,7171E+12;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
224;298;3327;KABUPATEN PEMALANG;3327;16752;18491;20213;21861;23675;25483;25821;27444;29915;32353;;;;;;;;;;;0,125191486;0,116137494;0,171057474;0,111381905;0,110298217;0,041766073;0,051369896;0,022311174;0,026126878;3,63455E-05;0,128809644;0,117184937;0,130393464;0,180997785;0,123743506;0,132987193;0,134085062;0,140264767;0,128844897;0,121601123;0,101735093;0,13671564;0,13321058;0,148821253;0,125363912;0,134518;0,128553548;0,071319124;0,060142163;0,085538187;1,855533172;1,211276103;1,296379218;1,708539779;1,176267494;1,258784916;1,062495685;1,426367487;1,069472725;0,990816154;0,05329106;0,039866141;0,008217435;0,054420325;0,027111278;0,017166641;0,057922041;0,110077438;0,014228464;0,035568196;0,149198351;0,13296962;0,228305673;0,097933591;0,128652407;0,131980824;0,050601849;0,075697948;0,06246504;0,062567171;2,98412E+12;2,71129E+12;2,97366E+12;3,22755E+12;3,51251E+12;3,78693E+12;3,803E+12;3,80636E+12;3,83209E+12;7,79096E+12;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
